Unnamed: 0,Athlete,Year,Time,Meet,Meet Date,Wind
,"Carchidi, Eva",SO-2,12.96,Mustang Open,"Apr 9, 2022",0.0
,"Carchidi, Eva",SO-2,13.11,Monmouth College Fighting Scots Outdoor,"May 7, 2022",-0.5
,"Oden, Melanie",FR-1,13.53,Mustang Open,"Apr 9, 2022",1.8
,"Frasca, Athena",JR-3,13.57,Monmouth College Fighting Scots Outdoor,"May 7, 2022",0.6
,"Edassery, Sonia",SO-2,13.61,Mustang Open,"Apr 9, 2022",0.0
,"Edassery, Sonia",SO-2,13.72,Cornell College Invitational,"Apr 2, 2022",1.3
,"McClure, Erica",FR-1,14.45,Midwest Conference Outdoor Championship,"May 13, 2022",1.1
,"McClure, Erica",FR-1,14.58,2022 Kip Janvrin Open,"Apr 28, 2022",1.0
,"McClure, Erica",FR-1,15.04,Monmouth College Fighting Scots Outdoor,"May 7, 2022",0.6
,"McClure, Erica",FR-1,15.14,Mustang Open,"Apr 9, 2022",0.0
