Date,Time,At,Opponent,Location,TV,Radio,Result,Links
"September 1, 2022 (Thursday)",2 pm,Away,Concordia University (Wis.),"Mequon, WI",,,"L,0-3",Box ScoreRecap
"September 3, 2022 (Saturday)",3 pm,Away,Macalester College,"St. Paul, MN",,,"L,0-2",Box ScoreRecap
"September 4, 2022 (Sunday)",Noon,Away,Saint Mary's University (Minn.),"Winona, MN",,,"L,0-2",Box ScoreRecap
"September 7, 2022 (Wednesday)",7 pm,Away,Marian University,"Fond du Lac, WI",,,"W,3-2",Box ScoreRecap
"September 11, 2022 (Sunday)",11 am,Home,Lakeland University,"Appleton, WI/ The Banta Bowl",,,"W,3-0",Box ScoreRecap
"September 14, 2022 (Wednesday)",7:30 pm,Away,University of Wisconsin-Oshkosh,"Oshkosh, WI",,,"W,2-1",Box ScoreRecap
"September 17, 2022 (Saturday)",6 pm,Home,Augustana College (IL),"Appleton, WI/ The Banta Bowl",,,"W,1-0",Box ScoreRecap
"September 20, 2022 (Tuesday)",5 pm,Home,Loras College,"Appleton, WI/ The Banta Bowl",,,"L,0-4",Box ScoreRecap
"September 24, 2022 (Saturday)",3:30 pm,Home,Lake Forest College,"Appleton, WI/ The Banta Bowl",,,"L,0-1",Box ScoreRecap
"October 1, 2022 (Saturday)",1:30 pm,Home,Illinois College,"Appleton, WI/ The Banta Bowl",,,"W,3-2",Box ScoreRecap
"October 8, 2022 (Saturday)",1:30 pm,Away,Knox College,"Galesburg, IL",,,"W,2-0",Box ScoreRecap
"October 12, 2022 (Wednesday)",3 pm,Away,Ripon College,"Ripon, WI",,,"W,4-0",Box ScoreRecap
"October 15, 2022 (Saturday)",11 am,Home,Grinnell College,"Appleton, WI/ The Banta Bowl",,,"L,1-2",Box ScoreRecap
"October 19, 2022 (Wednesday)",7:30 pm,Away,Carroll University,"Waukesha, WI",,,"L,0-6",Box ScoreRecap
"October 22, 2022 (Saturday)",1:30 pm,Home,Cornell College,"Appleton, WI/ The Banta Bowl",,,"L,0-2",Box ScoreRecap
"October 23, 2022 (Sunday)",1:30 pm,Home,Mount Mary University,"Appleton, WI/ The Banta Bowl",,,"W,9-0",Box ScoreRecap
"October 26, 2022 (Wednesday)",3 pm,Away,Beloit College,"Beloit, WI",,,"L,0-2",Box ScoreRecap
"October 29, 2022 (Saturday)",3 pm,Away,Monmouth College,"Monmouth, IL",,,"T,2-2",Box ScoreRecap
