Date,Opponent,W/L,SP,K,E,TA,PCT,AST,SA,SE,RE,DIG,BS,BA,BE,TB,BHE,PTS
8/29/2014,vs St. Norbert College,L,3,30,14,109,0.147,24,5,11,0,15,2,8,6,6.0,7,41.0
8/29/2014,vs Lakeland College,L,3,21,10,80,0.138,19,3,7,6,34,2,4,10,4.0,2,28.0
8/30/2014,vs Millikin University,L,3,10,10,60,0.0,9,3,10,11,21,1,0,8,1.0,4,14.0
8/30/2014,vs Edgewood College,L,4,36,26,123,0.081,32,2,8,8,39,1,8,2,5.0,1,43.0
9/02/2014,at Loras,L,4,31,25,111,0.054,31,6,6,13,42,1,8,0,5.0,1,42.0
9/05/2014,at AIB College of Bus.,W,3,34,20,111,0.126,32,6,10,8,53,2,8,1,6.0,0,46.0
9/06/2014,vs Lakeland College,L,4,33,13,97,0.206,30,3,10,9,41,0,7,6,3.5,0,39.5
9/06/2014,vs St. Kate's,L,3,22,19,91,0.033,16,1,6,7,50,2,2,9,3.0,1,26.0
9/09/2014,at Rockford University,W,5,49,19,163,0.184,41,9,12,10,71,3,13,1,9.5,1,67.5
9/13/2014,Knox College,W,4,37,22,127,0.118,36,16,9,5,53,4,14,1,11.0,1,64.0
9/13/2014,Lake Forest College,W,4,37,12,109,0.229,36,10,9,6,50,4,10,0,9.0,0,56.0
9/14/2014,Carleton College,L,3,23,15,86,0.093,22,2,7,11,51,4,6,0,7.0,5,32.0
9/14/2014,Macalester College,W,3,37,9,87,0.322,34,12,4,5,42,2,6,0,5.0,2,54.0
9/19/2014,vs Hamline,L,3,25,21,107,0.037,24,1,3,7,49,2,10,0,7.0,0,33.0
9/19/2014,at St. Kate's,L,3,32,18,102,0.137,29,3,8,13,44,1,6,0,4.0,0,39.0
9/20/2014,vs UW-Stout,L,3,27,21,108,0.056,25,4,6,4,49,4,4,1,6.0,3,37.0
9/20/2014,vs St. Olaf,L,4,40,26,148,0.095,36,5,8,8,80,1,8,1,5.0,3,50.0
10/03/2014,at Ripon College,L,3,22,25,88,-0.034,20,1,6,6,36,1,6,0,4.0,0,27.0
10/04/2014,at Carroll University,L,5,47,31,147,0.109,46,10,10,9,76,7,8,0,11.0,0,68.0
10/10/2014,St. Norbert College,L,3,24,17,109,0.064,22,1,4,9,35,1,4,0,3.0,1,28.0
10/11/2014,Lawrence University,W,4,46,16,165,0.182,44,7,5,5,76,3,14,1,10.0,1,63.0
10/17/2014,at Lake Forest College,L,3,13,15,87,-0.023,12,0,5,10,35,1,8,0,5.0,2,18.0
10/18/2014,at Beloit College,W,4,50,30,164,0.122,46,8,11,6,69,2,4,2,4.0,3,62.0
10/18/2014,vs North Central Univ.,W,4,52,17,121,0.289,51,7,14,3,56,2,14,2,9.0,1,68.0
10/25/2014,Illinois College,L,4,34,21,131,0.099,31,11,7,7,56,2,12,1,8.0,3,53.0
10/29/2014,at Cornell College,L,3,24,16,91,0.088,23,0,6,4,44,0,0,0,0.0,4,24.0
10/31/2014,Monmouth College,L,5,60,22,189,0.201,57,4,7,12,97,2,4,1,4.0,0,68.0
11/01/2014,Knox College,L,4,49,22,166,0.163,47,10,8,8,76,3,8,0,7.0,3,66.0
,Grinnell College,,101,945,532,3277,0.126,875,150,217,210,1440,60,204,53,162.0,49,1257.0
,Opponents,,101,1160,528,3377,0.187,1085,216,237,153,1573,54,225,36,166.5,41,1542.5
