Date,Time,At,Opponent,Location,TV,Radio,Tournament,Result,Links
"September 1, 2017 (Friday)",7 p.m.,Home,Edgewood College,,,,,"W,1-0",Box Score
"September 3, 2017 (Sunday)",1 p.m.,Away,UW-Stevens Point,,,,,"L,6-0",Box Score
"September 6, 2017 (Wednesday)",7 p.m.,Home,Wisconsin Lutheran College,,,,,"W,8-2",Box Score
"September 9, 2017 (Saturday)",3:30 p.m.,Away,Carthage College,,,,,"L,4-3OT",Box Score
"September 10, 2017 (Sunday)",1 p.m.,Away,Carroll Univ.,,,,,"L,5-1",Box Score
"September 13, 2017 (Wednesday)",5 p.m.,Home,Milwaukee School of Engineering,,,,,"W,2-0",Box Score
"September 16, 2017 (Saturday)",2:45 p.m.,Away,Dominican Univ.,,,,,"L,1-0",Box Score
"September 23, 2017 (Saturday)",1 p.m.,Away,Illinois College,,,,,"W,6-0",Box Score
"September 24, 2017 (Sunday)",1 p.m.,Away,Monmouth College,,,,,"W,2-1",Box Score
"September 27, 2017 (Wednesday)",7 p.m.,Away,UW-Oshkosh,,,,,"W,2-0",Box Score
"September 30, 2017 (Saturday)",1 p.m.,Away,Ripon College,,,,,"W,3-0",Box Score
"October 4, 2017 (Wednesday)",7 p.m.,Away,Lawrence Univ.,,,,,"W,8-0",Box Score
"October 6, 2017 (Friday)",7 p.m.,Home,Lake Forest College,,,,,"T,2-22 OT",Box Score
"October 11, 2017 (Wednesday)",7 p.m.,Home,Marian Univ.,,,,,"W,2-0",Box Score
"October 14, 2017 (Saturday)",1 p.m.,Home,Grinnell College,,,,,"W,4-1",Box Score
"October 15, 2017 (Sunday)",1 p.m.,Home,Cornell College,,,,,"W,5-2",Box Score
"October 21, 2017 (Saturday)",Noon,Away,Beloit College,,,,,"W,2-1",Box Score
"October 28, 2017 (Saturday)",11 a.m.,Home,Knox College,,,,,"T,0-02 OT",Box Score
"November 3, 2017 (Friday)",11 a.m.,Neutral,Knox College vs. Grinnell College,,,,"24 Midwest Conference Tournament Schneider Stadium - De Pere, Wis.",KC 1-0,
"November 3, 2017 (Friday)",2 p.m.,Home,Monmouth College,,,,"24 Midwest Conference Tournament Schneider Stadium - De Pere, Wis.","T,1-12 OT (PK MC 3-1)",Box Score
"November 4, 2017 (Saturday)",6 p.m.,Neutral,Knox College vs. Monmouth College,,,,"24 Midwest Conference Tournament Schneider Stadium - De Pere, Wis.",KC 3-1,
