Stat,Value,Player/Opponent
Rushes,45,vs Illinois Col. (10/28/2023)
Yards Rushing,159,vs Lawrence (09/30/2023)
TD Rushes,3,vs Beloit (09/16/2023)
Pass Attempts,47,vs Cornell College (11/11/2023)
Pass Completions,27,vs Cornell College (11/11/2023)
Yards Passing,366,vs Cornell College (11/11/2023)
TD Passes,3,vs Lawrence (09/30/2023)
