Date,Time,At,Opponent,Location,TV,Radio,Tournament,Result,Links
"August 28, 2022 (Sunday)",2:00 PM,Home,Mount Mercy,"Mount Vernon, IA/Cornell Soccer Field",,,,,
"September 1, 2022 (Thursday)",7:00 PM,Away,Mount Mercy,"Cedar Rapids, IA",,,,"L,0-3",Box ScoreRecap
"September 4, 2022 (Sunday)",12:30 PM,Home,Edgewood,"Mount Vernon, IA/Cornell Soccer Field",,,,"L,0-2",Box ScoreRecap
"September 7, 2022 (Wednesday)",7:00 PM,Away,Coe,"Cedar Rapids, IA",,,,"W,2-1",Box ScoreRecap
"September 9, 2022 (Friday)",7:00 PM,Away,Clarke,"Dubuque, IA",,,,"L,0-1",Box ScoreRecap
"September 11, 2022 (Sunday)",2:00 PM,Home,Aurora,"Mount Vernon, IA/Cornell Soccer Field",,,,"T,1-1",Box ScoreRecap
"September 14, 2022 (Wednesday)",5:00 PM,Home,Iowa Wesleyan,"Mount Vernon, IA/Cornell Soccer Field",,,,"L,2-3",Box ScoreRecap
"September 17, 2022 (Saturday)",11:00 AM,Away,Central,"Pella, IA",,,,"L,0-3",Box ScoreRecap
"September 18, 2022 (Sunday)",1:00 PM,Away,Carleton,"Northfield, MN",,,,"L,1-5",Box ScoreRecap
"September 22, 2022 (Thursday)",5:00 PM,Home,UW-Platteville,"Mount Vernon, IA/Cornell Soccer Field",,,,"L,0-5",Box ScoreRecap
"September 25, 2022 (Sunday)",2:00 PM,Away,UW-River Falls,"River Falls, WI",,,,"L,0-2",Box ScoreRecap
"October 1, 2022 (Saturday)",1:30 PM,Home,Ripon,"Mount Vernon, IA/Cornell Soccer Field",,,,"W,3-0",Box ScoreRecap
"October 2, 2022 (Sunday)",3:00 PM,Home,Waldorf,"Mount Vernon, IA/Cornell Soccer Field",,,,"L,1-2",Box ScoreRecap
"October 5, 2022 (Wednesday)",4:30 PM,Away,Grinnell,"Grinnell, IA",,,,"L,0-2",Box ScoreRecap
"October 10, 2022 (Monday)",4:30 PM,Away,Knox,"Galesburg, IL",,,,"T,0-0",Box ScoreRecap
"October 13, 2022 (Thursday)",4:30 PM,Home,Illinois College,"Mount Vernon, IA/Cornell Soccer Field",,,,"W,4-0",Box ScoreRecap
"October 15, 2022 (Saturday)",1:30 PM,Away,Lake Forest,"Lake Forest, IL",,,,"L,0-1",Box ScoreRecap
"October 22, 2022 (Saturday)",1:30 PM,Away,Lawrence,"Appleton, WI",,,,"W,2-0",Box ScoreRecap
"October 26, 2022 (Wednesday)",3:45 PM,Home,Monmouth,"Mount Vernon, IA/Cornell Soccer Field",,,,"T,1-1",Box ScoreRecap
"October 29, 2022 (Saturday)",1:30 PM,Home,Beloit,"Mount Vernon, IA/Cornell Soccer Field",,,,"L,0-1",Box ScoreRecap
"November 5, 2022 (Saturday)",11:00 AM,Away,Grinnell,"Grinnell, IA",,,MWC Tournament,"L,1-2",Box ScoreRecap
