0,1,2,3,4,5
Tournament,Date(s),Rounds,Scores,Par,Rank
Grinnell vs. Central White,"April 17, 2021",1,90,+20,t-11th/14
Simpson Invitational,"April 21, 2021",1,82,+10,t-13th/41
2021 SLIAC Championships,"April 26-27, 2021",3,85-89--4=174,+32,
SEASON TOTALS,SEASON TOTALS,4,346 Avg. 86.5,+16,-
