0,1,2,3,4,5
Tournament,Date(s),Rounds,Scores,Par,Rank
Grinnell vs. Central White,"April 17, 2021",1,86,+16,t-6th/14
Simpson Invitational,"April 21, 2021",1,84,+12,t-19th/41
2021 SLIAC Championships,"April 26-27, 2021",3,95-85--4=180,+38,
SEASON TOTALS,SEASON TOTALS,4,350 Avg. 87.5,+17,-
