0,1,2,3,4,5
Tournament,Date(s),Rounds,Scores,Par,Rank
Grinnell vs. Central White,"April 17, 2021",1,86,+16,t-6th/14
Simpson Invitational,"April 21, 2021",1,90,+18,t-29th/41
2021 SLIAC Championships,"April 26-27, 2021",3,91-91--4=182,+40,
SEASON TOTALS,SEASON TOTALS,4,358 Avg. 89.5,+19,-
