0,1,2,3,4,5
Tournament,Date(s),Rounds,Scores,Par,Rank
Grinnell vs. Central White,"April 17, 2021",1,93,+23,13th/14
Simpson Invitational,"April 21, 2021",1,93,+21,t-31st/41
2021 SLIAC Championships,"April 26-27, 2021",3,100-92--4=192,+50,
SEASON TOTALS,SEASON TOTALS,4,378 Avg. 94.5,+24,-
