School,Conf,CPct.,Overall,Pct.,Streak,Home,Away,Neutral
Grinnell*^,6-0,1.000,21-4,.840,L1,7-0,6-3,8-1
Lake Forest*,5-1,.833,15-5,.750,W1,5-1,3-3,7-1
Cornell College*,4-2,.667,8-10,.444,L5,5-8,3-1,0-1
Illinois Col.*,2-4,.333,9-13,.409,L3,5-7,4-4,0-2
Monmouth (IL),2-4,.333,5-8,.385,L3,1-4,3-4,1-0
Lawrence,2-4,.333,2-11,.154,L6,1-8,1-3,0-0
Ripon,0-6,.000,2-17,.105,L5,2-4,0-10,0-3
