Date,Time,At,Opponent,Location,TV,Radio,Result,Links
"September 6, 2025 (Saturday)",1:00 PM,Home,Coe,"Mount Vernon, IA/Van Metre Field at Ash Park",,,,History
"September 13, 2025 (Saturday)",1:00 PM,Home,Chicago,"Mount Vernon, IA/Van Metre Field at Ash Park",,,,History
"September 20, 2025 (Saturday)",1:00 PM,Away,Lawrence,"Appleton, WI",,,,History
"October 4, 2025 (Saturday)",1:00 PM,Away,Beloit,"Beloit, WI",,,,History
"October 11, 2025 (Saturday)",2:00 PM,Home,Ripon,"Mount Vernon, IA/Van Metre Field at Ash Park",,,,History
"October 18, 2025 (Saturday)",2:00 PM,Away,Monmouth,"Monmouth, IL",,,,History
"October 25, 2025 (Saturday)",1:00 PM,Home,Lake Forest,"Mount Vernon, IA/Van Metre Field at Ash Park",,,,History
"November 1, 2025 (Saturday)",1:00 PM,Away,Knox,"Galesburg, IL",,,,History
"November 8, 2025 (Saturday)",1:00 PM,Home,Illinois College,"Mount Vernon, IA/Van Metre Field at Ash Park",,,,History
"November 15, 2025 (Saturday)",12:00 PM,Away,Grinnell,"Grinnell, IA",,,,History
