Date,Time,At,Opponent,Location,TV,Radio,Result,Links
"September 10, 1988 (Saturday)",,Away,UW-Stevens Point,"Stevens Point, Wis.",,,"L,38-15",
"September 17, 1988 (Saturday)",,Home,"Benedictine, Ill.","De Pere, Wis. - Minahan Stadium",,,"W,30-12",
"September 24, 1988 (Saturday)",,Away,Coe,"Cedar Rapids, Iowa",,,"W,17-0",
"October 1, 1988 (Saturday)",,Home,Knox,"De Pere, Wis. - Minahan Stadium",,,"W,23-14",
"October 8, 1988 (Saturday)",,Away,Lake Forest,"Lake Forest, Ill.",,,"W,49-8",
"October 15, 1988 (Saturday)",,Away,Lawrence,"Appleton, Wis.",,,"W,28-15",
"October 22, 1988 (Saturday)",,Home,Ripon,"De Pere, Wis. - Minahan Stadium",,,"W,50-14",
"October 29, 1988 (Saturday)",,Home,Beloit,"De Pere, Wis. - Minahan Stadium",,,"W,38-7",
"November 5, 1988 (Saturday)",,Away,Michigan Tech,"Houghton, Mich.",,,"L,28-13",
"November 12, 1988 (Saturday)",,Home,Monmouth,"De Pere, Wis. - Minahan Stadium",,,"W,12-0",
