0,1,2,3,4,5
Tournament,Date(s),Rounds,Scores,Par,Rank
Early Bird Classic,"Aug 28, 2016",1,94,+22,t-20th/41
Dual vs. William Penn,"Sep 3, 2016",1,87,+15,12th/16
D3 Classic,"Sep. 17-18, 2016",2,92-87=179,+35,t-60th/93
Illinois Wesleyan Univ. Fall Classic,"Sep 24-25, 2016",2,86-86=172,+28,t-48th/74
Grinnell vs. SCAD Savannah Dual,"Mar 26, 2017",1,99,+27,12th/12
Washington Univ. Spring Invite,"Apr 8-9, 2017",2,100-90=190,+50,79th/87
SEASON TOTALS,SEASON TOTALS,9,821 Avg. 91.2,+20,-
