0,1,2,3,4,5
Tournament,Date(s),Rounds,Scores,Par,Rank
Early Bird Classic,"Aug 28, 2016",1,98,+26,26th/41
Dual vs. William Penn,"Sep 3, 2016",1,80,+8,t-2nd/16
Wartburg Women's Golf Fall Invite,"Sep 10-11, 2016",2,90--4=90,+18,
2016 MWC Women's Golf Championships,"Oct, 7-9, 2016",3,88-90-87=265,+46,5th/36
Grinnell vs. SCAD Savannah Dual,"Mar 26, 2017",1,91,+19,11th/12
Washington Univ. Spring Invite,"Apr 8-9, 2017",2,89-91=180,+40,t-72nd/87
SEASON TOTALS,SEASON TOTALS,9,804 Avg. 89.3,+17,-
