0,1,2,3,4,5
Tournament,Date(s),Rounds,Scores,Par,Rank
Early Bird Classic,"Aug 28, 2016",1,89,+17,t-10th/41
Dual vs. William Penn,"Sep 3, 2016",1,85,+13,11th/16
D3 Classic,"Sep. 17-18, 2016",2,90-88=178,+34,t-58th/93
Illinois Wesleyan Univ. Fall Classic,"Sep 24-25, 2016",2,84-87=171,+27,47th/74
2016 MWC Women's Golf Championships,"Oct, 7-9, 2016",3,90-96-91=277,+58,15th/36
SEASON TOTALS,SEASON TOTALS,9,800 Avg. 88.9,+17,-
