0,1,2,3,4,5
Tournament,Date(s),Rounds,Scores,Par,Rank
Early Bird Classic,"Aug 28, 2016",1,94,+22,t-20th/41
Dual vs. William Penn,"Sep 3, 2016",1,83,+11,t-7th/16
Wartburg Women's Golf Fall Invite,"Sep 10-11, 2016",2,94-90=184,+40,t-72nd/87
SEASON TOTALS,SEASON TOTALS,4,361 Avg. 90.3,+18,-
