Date,Time,At,Opponent,Location,TV,Radio,Tournament,Result,Links
"February 25, 2023 (Saturday)",9 am,Neutral,Concordia University Chicago,"Rosemont, IL",,,,"L,5-6",Box ScoreRecap
"March 9, 2023 (Thursday)",5 pm,Neutral,North Central College,"Rosemont, IL",,,,"W,11-2",Box ScoreRecap
"March 9, 2023 (Thursday)",7 pm,Neutral,North Central College,"Rosemont, IL",,,,"W,4-1",Box ScoreRecap
"March 13, 2023 (Monday)",2 pm,Neutral,The College of Wooster,"Jan Phyl Village, FL",,,The Spring Games,"W,8-5",Box ScoreRecap
"March 13, 2023 (Monday)",4:30 pm,Neutral,Westminster College (PA),"Jan Phyl Village, FL",,,The Spring Games,"L,1-2",Box ScoreRecap
"March 14, 2023 (Tuesday)",2 pm,Neutral,Ramapo College,"Winter Haven, FL",,,The Spring Games,"L,1-4",Box ScoreRecap
"March 14, 2023 (Tuesday)",4:30 pm,Neutral,Lakeland University,"Winter Haven, FL",,,The Spring Games,"W,8-0",Box ScoreRecap
"March 16, 2023 (Thursday)",2 pm,Neutral,New Paltz,"Jan Phyl Village, FL",,,The Spring Games,"L,1-5",Box ScoreRecap
"March 16, 2023 (Thursday)",4:30 pm,Neutral,University of Minnesota Morris,"Jan Phyl Village, FL",,,The Spring Games,"W,9-0(5 innings)",Box ScoreRecap
"March 17, 2023 (Friday)",9 am,Neutral,College of St. Scholastica,"Jan Phyl Village, FL",,,The Spring Games,"W,9-6",Box ScoreRecap
"March 17, 2023 (Friday)",11:30 am,Neutral,Ohio Northern University,"Jan Phyl Village, FL",,,The Spring Games,"L,3-4(8 innings)",Box ScoreRecap
"March 18, 2023 (Saturday)",9 am,Neutral,Franklin and Marshall College,"Winter Haven, FL",,,The Spring Games,"L,2-7",Box ScoreRecap
"March 18, 2023 (Saturday)",11:30 am,Neutral,Kalamazoo College,"Winter Haven, FL",,,The Spring Games,"W,2-0",Box ScoreRecap
"March 21, 2023 (Tuesday)",3 pm,Home,Carthage College,"Lake Forest, IL",,,,"W,9-7",Box ScoreRecapProgram
"March 21, 2023 (Tuesday)",5 pm,Home,Carthage College,"Lake Forest, IL",,,,"T,7-7(8 innings)",Box ScoreRecapProgram
"April 2, 2023 (Sunday)",1 pm,Home,Elmhurst University,"Lake Forest, IL",,,,"W,5-2",Box ScoreRecapProgram
"April 2, 2023 (Sunday)",3 pm,Home,Elmhurst University,"Lake Forest, IL",,,,"W,7-5",Box ScoreRecapProgram
"April 7, 2023 (Friday)",3 pm,Home,Knox College,"Lake Forest, IL",,,,"W,15-7(6 innings)",Box ScoreRecapProgram
"April 7, 2023 (Friday)",5 pm,Home,Knox College,"Lake Forest, IL",,,,"W,7-3",Box ScoreRecapProgram
"April 8, 2023 (Saturday)",1 pm,Home,Illinois College,"Lake Forest, IL",,,Parents Day,"L,1-5",Box ScoreRecapProgram
"April 8, 2023 (Saturday)",3 pm,Home,Illinois College,"Lake Forest, IL",,,Parents Day,"L,1-9(6 innings)",Box ScoreRecapProgram
"April 12, 2023 (Wednesday)",5 pm,Home,Concordia University Chicago,"Lake Forest, IL",,,,"L,2-5",Box ScoreRecapProgramGallery
"April 15, 2023 (Saturday)",9 am,Away,Grinnell College,"Grinnell, IA",,,,"L,6-7",Box ScoreRecap
"April 15, 2023 (Saturday)",11 am,Away,Grinnell College,"Grinnell, IA",,,,"L,0-3",Box ScoreRecap
"April 17, 2023 (Monday)",4 pm,Away,Cornell College,"Mount Vernon, IA",,,,"W,5-3",Box ScoreRecap
"April 17, 2023 (Monday)",6 pm,Away,Cornell College,"Mount Vernon, IA",,,,"W,5-4",Box ScoreRecap
"April 22, 2023 (Saturday)",1 pm,Home,Ripon College,"Lake Forest, IL",,,Mia Gurevitz/Alumni Day,"W,8-0(5 innings)",Box ScoreRecapProgramGallery
"April 22, 2023 (Saturday)",3 pm,Home,Ripon College,"Lake Forest, IL",,,Mia Gurevitz/Alumni Day,"W,5-1",Box ScoreRecapProgramGallery
"April 23, 2023 (Sunday)",3 pm,Away,University of Chicago,"Chicago, IL",,,,"L,3-4(9 innings)",Box ScoreRecap
"April 23, 2023 (Sunday)",5 pm,Away,University of Chicago,"Chicago, IL",,,,"W,2-0(5 innings)",Box ScoreRecap
"April 26, 2023 (Wednesday)",3 pm,Home,North Central College,"Lake Forest, IL",,,,"W,5-3",Box ScoreRecapProgramGallery
"April 26, 2023 (Wednesday)",5 pm,Home,North Central College,"Lake Forest, IL",,,,"W,7-3",Box ScoreRecapProgramGallery
"April 29, 2023 (Saturday)",2 pm,Home,Beloit College,"Lake Forest, IL",,,Senior Day,"W,17-5(5 innings)",Box ScoreRecapProgramGallery
"April 29, 2023 (Saturday)",4 pm,Home,Beloit College,"Lake Forest, IL",,,Senior Day,"W,8-1",Box ScoreRecapProgramGallery
"May 3, 2023 (Wednesday)",3 pm,Away,Lawrence University,"Appleton, WI",,,,"W,10-0(5 innings)",Box ScoreRecap
"May 3, 2023 (Wednesday)",5 pm,Away,Lawrence University,"Appleton, WI",,,,"W,9-8(8 innings)",Box ScoreRecap
"May 7, 2023 (Sunday)",12 pm,Away,Monmouth College,"Monmouth, IL",,,,"W,6-5",Box ScoreRecap
"May 7, 2023 (Sunday)",2 pm,Away,Monmouth College,"Monmouth, IL",,,,"W,12-3(6 innings)",Box ScoreRecap
"May 12, 2023 (Friday)",10 am,Neutral,Grinnell College,"Jacksonville, IL",,,Midwest Conference Tournament,"L,0-6",Box ScoreRecap
"May 12, 2023 (Friday)",2:45 pm,Neutral,Cornell College,"Jacksonville, IL",,,Midwest Conference Tournament,"W,11-2(6 innings)",Box ScoreRecap
"May 13, 2023 (Saturday)",10 am,Away,Illinois College,"Jacksonville, IL",,,Midwest Conference Tournament,"L,2-4",Box ScoreRecap
