Date,Time,At,Opponent,Location,TV,Radio,Result,Links
"September 11, 1999 (Saturday)",,Home,UW-Oshkosh,"De Pere, Wis. - Minahan Stadium",,,"L,24-14",
"September 18, 1999 (Saturday)",,Away,Carroll,"Waukesha, Wis.",,,"W,28-3",
"September 25, 1999 (Saturday)",,Home,Lawrence,"De Pere, Wis. - Minahan Stadium",,,"W,43-14",
"October 2, 1999 (Saturday)",,Away,Ripon,"Ripon, Wis.",,,"W,35-17",
"October 9, 1999 (Saturday)",,Home,Knox,"De Pere, Wis. - Minahan Stadium",,,"W,38-17",
"October 16, 1999 (Saturday)",,Home,Monmouth,"De Pere, Wis. - Minahan Stadium",,,"W,41-28",
"October 23, 1999 (Saturday)",,Away,Grinnell,"Grinnell, Iowa",,,"W,43-40OT",
"October 30, 1999 (Saturday)",,Home,Lake Forest,"De Pere, Wis. - Minahan Stadium",,,"W,41-21",
"November 6, 1999 (Saturday)",,Away,Beloit,"Beloit, Wis.",,,"W,35-10",
"November 13, 1999 (Saturday)",,Away,Illinois College,"Jacksonville, Ill.",,,"W,40-31",
"November 20, 1999 (Saturday)",,Away,"Augustana, Ill.","Rock Island, Ill.",,,"L,39-32",
