Date,Time,At,Opponent,Location,TV,Radio,Result,Links
"September 2, 2011 (Friday)",5:30 pm,Away,Franklin College,"Franklin, IN",,,"L,1-5",Recap
"September 5, 2011 (Monday)",11:00 am,Home,MacMurray College,HOME,,,"W,5-0",Recap
"September 7, 2011 (Wednesday)",3:00 pm,Away,Eureka College,"Eureka, IL",,,"W,6-0",Recap
"September 10, 2011 (Saturday)",1:00 pm,Away,Culver Stockton College,"Canton, MO",,,"L,0-7",Recap
"September 13, 2011 (Tuesday)",4:30 pm,Home,Concordia of Chicago,HOME,,,"L,1-3",Recap
"September 15, 2011 (Thursday)",4:00 pm,Home,Millikin University,HOME,,,"L,0-6",Recap
"September 18, 2011 (Sunday)",1:00 pm,Home,Westminster College,"Fulton, MO",,,Canceled,
"September 24, 2011 (Saturday)",10:00 am,Away,Carroll University,"Waukesha, WI",,,"L,0-6",Recap
"September 25, 2011 (Sunday)",1:00 pm,Away,Elmhurst College,"Elmhurst, IL",,,"L,0-8",
"October 2, 2011 (Sunday)",1:00 pm,Home,Beloit College,HOME,,,"T,1-1",Recap
"October 8, 2011 (Saturday)",11:00 am,Home,Ripon College,HOME,,,"L,1-2",Recap
"October 12, 2011 (Wednesday)",7:00 pm,Away,Augustana College,"Rock Island, IL",,,"L,0-9",Recap
"October 15, 2011 (Saturday)",11:00 am,Away,Monmouth College,"Monmouth, IL",,,"L,1-6",Recap
"October 22, 2011 (Saturday)",11:00 am,Away,Lawrence University,"Appleton, WI",,,"L,3-5",Recap
"October 23, 2011 (Sunday)",11:00 am,Away,St. Norbert College,De Pere. WI,,,"L,0-8",Recap
"October 26, 2011 (Wednesday)",1:30 pm,Home,Illinois College,HOME,,,"W,1-0",Recap
"October 29, 2011 (Saturday)",1:00 pm,Home,Lake Forest College,HOME,,,"L,0-5",Recap
"October 30, 2011 (Sunday)",11:00 am,Away,Grinnell College,"Grinnell, IA",,,"L,0-5",Recap
