Date,Time,At,Opponent,Location,TV,Radio,Result,Links
"August 30, 2019 (Friday)",7 PM,Away,Marian University,"Fond du Lac, Wis.",,,"L,0-4",Box ScoreRecap
"September 1, 2019 (Sunday)",7 PM,Away,Illinois Institute of Technology,"Chicago, Ill.",,,"L,0-5",Box ScoreRecap
"September 5, 2019 (Thursday)",4:30 PM,Home,Edgewood College,"Beloit, Wis./Strong Complex Soccer Field",,,"L,1-2",Box ScoreRecapGallery
"September 8, 2019 (Sunday)",1:30 PM,Home,Carroll University,"Beloit, Wis./Strong Complex Soccer Field",,,"L,0-3",Box ScoreRecap
"September 14, 2019 (Saturday)",1:30 PM,Away,Augustana College (IL),"Rock Island, Ill.,",,,"L,1-5",Box ScoreRecap
"September 18, 2019 (Wednesday)",5 PM,Home,Rockford University,"Beloit, Wis./Strong Complex Soccer Field",,,"W,6-0",Box ScoreRecap
"September 21, 2019 (Saturday)",3 PM,Away,Central College,"Pella, Iowa",,,"L,0-3",Box ScoreRecap
"September 28, 2019 (Saturday)",11 AM,Home,Cornell College,"Beloit, Wis./Strong Complex Soccer Field",,,"L,1-2",Box ScoreRecap
"September 29, 2019 (Sunday)",11 AM,Home,Monmouth College,"Beloit, Wis./Strong Complex Soccer Field",,,"L,0-5",Box ScoreRecap
"October 5, 2019 (Saturday)",11 AM,Away,Grinnell College,"Grinnell, Iowa",,,"L,0-5",Box ScoreRecap
"October 8, 2019 (Tuesday)",4:30 PM,Home,Lake Forest College,"Beloit, Wis./Strong Complex Soccer Field",,,"L,0-3",Box ScoreRecap
"October 12, 2019 (Saturday)",11 AM,Away,Lawrence University,"Appleton, Wis.",,,"L,1-3",Box ScoreRecap
"October 19, 2019 (Saturday)",11 AM,Away,Knox College,"Galesburg, Ill.",,,"L,0-2",Box ScoreRecap
"October 20, 2019 (Sunday)",11 AM,Away,Illinois College,"Jacksonville, Ill.",,,"W,1-0",Box ScoreRecap
"October 26, 2019 (Saturday)",11 AM,Home,Ripon College,"Beloit, Wis./Strong Complex Soccer Field",,,"W,3-2",Box ScoreRecap
"October 30, 2019 (Wednesday)",4 PM,Home,UW-Platteville,"Beloit, Wis./Strong Complex Soccer Field",,,"W,1-0",Box ScoreRecap
"November 2, 2019 (Saturday)",1 PM,Home,St. Norbert College,"Loves Park, Ill./ Sportscore Two",,,"L,0-4",Box ScoreRecap
