0,1,2,3,4,5
Grinnell College,307,316,623,55.0,5th
Hayden Somach,77,71,148,6.0,1st
Luke McCann,78,77,155,13.0,2nd
Kevin Carpenter,75,83,158,16.0,3rd
John Robinson,89,85,174,32.0,4th
Brody Barton#,89,86,175,33.0,5th
Eshaan Sethi,77,wd,77,,
