0,1,2,3,4,5
Grinnell College,325,326,651,75,6th
Hayden Somach,74,77,151,7,t-4th
Eshaan Sethi#,76,79,155,11,t-11th
Ian Strawn,84,77,161,17,22nd
Luke McCann,82,84,166,22,31st
Brody Barton,85,88,173,29,34th
Kevin Carpenter,86,90,176,32,t-35th
Ben Schwartz#,84,94,178,34,t-37th
