Date,Time,At,Opponent,Location,TV,Radio,Result,Links
"September 5, 1998 (Saturday)",,Neutral,Lawrence,"Waukesha, WI",,,"W,9-0",
"September 5, 1998 (Saturday)",,Away,Carroll,"Waukesha, WI",,,"W,7-2",
"September 8, 1998 (Tuesday)",,Home,Wartburg,"Grinnell, IA",,,"W,8-1",
"September 12, 1998 (Saturday)",,Away,Knox,"Galesburg, IL",,,"W,6-3",
"September 12, 1998 (Saturday)",,Neutral,Ripon,"Galesburg, IL",,,"W,8-1",
"September 15, 1998 (Tuesday)",,Away,Simpson,"Indianola, IA",,,"W,9-0",
"September 16, 1998 (Wednesday)",,Home,Coe,"Grinnell, IA",,,"W,9-0",
"September 20, 1998 (Sunday)",,Home,Beloit,"Grinnell, IA",,,"W,5-4",
"September 26, 1998 (Saturday)",,Away,Cornell,"Mount Vernon, IA",,,"L,2-7",
"September 27, 1998 (Sunday)",,Home,Loras,"Grinnell, IA",,,"W,5-4",
"September 30, 1998 (Wednesday)",,Away,Central,"Pella, IA",,,"W,7-2",
"October 3, 1998 (Saturday)",,Away,Simpson,"Indianola, IA",,,"W,8-1",
"October 10, 1998 (Saturday)",,Away,Lake Forest,"Lake Forest, IL",,,"W,6-3",
"October 17, 1998 (Saturday)",,Neutral,MWC Tournament,"Madison, WI",,,1st/9 Teams,
