Date,Time,At,Opponent,Location,TV,Radio,Result,Links
"September 6, 2008 (Saturday)",1 pm,Home,Aurora University,"Lake Forest, IL",,,"L,13-35",
"September 13, 2008 (Saturday)",1 pm,Away,Ripon College,"Ripon, WI",,,"L,3-14",
"September 20, 2008 (Saturday)",1:30 pm,Home,Illinois College,"Lake Forest, IL",,,"W,28-23",
"September 27, 2008 (Saturday)",1 pm,Away,St. Norbert College,"De Pere, WI",,,"L,0-62",
"October 4, 2008 (Saturday)",1:30 pm,Home,Beloit College,"Lake Forest, IL",,,"L,21-27",
"October 11, 2008 (Saturday)",1 pm,Away,Lawrence University,"Appleton, WI",,,"W,20-12",
"October 18, 2008 (Saturday)",1 pm,Home,Grinnell College,"Lake Forest, IL",,,"W,24-16",
"October 25, 2008 (Saturday)",1 pm,Away,Monmouth College,"Monmouth, IL",,,"L,2-56",
"November 1, 2008 (Saturday)",1 pm,Away,Knox College,"Galesburg, IL",,,"L,28-37",
"November 8, 2008 (Saturday)",1 pm,Home,Carroll Univerity,"Lake Forest, IL",,,"L,12-27",
