Date,Time,At,Opponent,Location,TV,Radio,Result,Links
"September 11, 1999 (Saturday)",,Away,Ripon College,"Ripon, WI",,,"W,3-1",
"September 12, 1999 (Sunday)",,Away,Carroll University,"Waukesha, WI",,,"L,0-2",
"September 16, 1999 (Thursday)",Final - 2OT,Home,North Central University (MN),"Lake Forest, IL",,,"T,0-0(2OT)",
"September 18, 1999 (Saturday)",,Home,Knox College,"Lake Forest, IL",,,"W,3-2",
"September 19, 1999 (Sunday)",,Home,St. Norbert College,"Lake Forest, IL",,,"L,0-5",
"September 22, 1999 (Wednesday)",,Away,Carthage College,"Kenosha, WI",,,"L,1-4",
"October 2, 1999 (Saturday)",,Home,Grinnell College,"Lake Forest, IL",,,"L,1-3",
"October 3, 1999 (Sunday)",Final - OT,Away,Beloit,,,,"W,1-0",
"October 5, 1999 (Tuesday)",,Home,Aurora University,"Lake Forest, IL",,,"L,1-2",
"October 9, 1999 (Saturday)",,Away,Illinois College,"Jacksonville, IL",,,"W,6-0",
"October 10, 1999 (Sunday)",,Away,Monmouth College,"Monmouth, IL",,,"W,1-0",
"October 12, 1999 (Tuesday)",,Home,University of Chicago,"Lake Forest, IL",,,"L,1-6",
"October 13, 1999 (Wednesday)",,Home,University of Wisconsin-Whitewater,"Lake Forest, IL",,,"L,0-1",
"October 18, 1999 (Monday)",,Away,North Park University,"Chicago, IL",,,"L,1-3",
"October 20, 1999 (Wednesday)",4 pm,Away,Concordia University Wisconsin,"Mequon, WI",,,"L,0-1",
"October 23, 1999 (Saturday)",,Home,Lawrence University,"Lake Forest, IL",,,"L,2-3",
