Date,Time,At,Opponent,Location,TV,Radio,Tournament,Result,Links
"September 1, 2017 (Friday)",3:00 pm,Home,Rockford University,"Monmouth, Ill./Peacock Memorial Athletic Park",,,,"W,7-0",Box Score
"September 3, 2017 (Sunday)",3:00 pm,Away,Central College,"Pella, IA",,,,"L,0-3",Box ScoreRecap
"September 7, 2017 (Thursday)",4:00 pm,Away,Blackburn College,"Carlinville, IL",,,,"W,6-0",Box ScoreRecap
"September 9, 2017 (Saturday)",3:30 pm,Away,Principia College,"Elsah, IL",,,,"W,6-2",Box ScoreRecap
"September 12, 2017 (Tuesday)",7:00 pm,Away,Simpson College,"Indianola, IA",,,,"L,0-1",Box ScoreRecap
"September 15, 2017 (Friday)",3:00 pm,Home,Greenville College,"Monmouth, Ill./Peacock Memorial Athletic Park",,,,"W,4-0",Box ScoreRecap
"September 16, 2017 (Saturday)",3:00 pm,Home,Buena Vista University,"Monmouth, Ill./Peacock Memorial Athletic Park",,,,"(OT)W,2-1",Box ScoreRecap
"September 20, 2017 (Wednesday)",4:30 pm,Home,University of Dubuque,"Monmouth, Ill./Peacock Memorial Athletic Park",,,,"L,0-1",Box ScoreRecap
"September 23, 2017 (Saturday)",1:00 pm,Home,Ripon College,"Monmouth, Ill./Peacock Memorial Athletic Park",,,,"W,2-1",Box ScoreRecap
"September 24, 2017 (Sunday)",1:00 pm,Home,St. Norbert College,"Monmouth, Ill./Peacock Memorial Athletic Park",,,,"L,1-2",Box ScoreRecap
"September 30, 2017 (Saturday)",1:00 pm,Home,Knox College,"Monmouth, Ill./Peacock Memorial Athletic Park",,,,"L,0-1",Box ScoreRecap
"October 4, 2017 (Wednesday)",4:30 pm,Away,Cornell College,"Mount Vernon, IA",,,,"W,2-1",Box ScoreRecap
"October 7, 2017 (Saturday)",1:00 pm,Home,Illinois College,"Monmouth, Ill./Peacock Memorial Athletic Park",,,,"W,5-3",Box ScoreRecap
"October 11, 2017 (Wednesday)",7:30 pm,Away,Millikin University,"Decatur, IL",,,,"L,1-3",Box ScoreRecap
"October 14, 2017 (Saturday)",1:00 pm,Away,Beloit College,"Beloit, WI",,,,"W,2-0",Box ScoreRecap
"October 15, 2017 (Sunday)",1:00 pm,Away,Lake Forest College,"Lake Forest, IL",,,,"OTW,2-1",Box ScoreRecap
"October 21, 2017 (Saturday)",11:00 am,Home,Lawrence University,"Monmouth, Ill./Peacock Memorial Athletic Park",,,,"W,7-1",Box ScoreRecap
"October 28, 2017 (Saturday)",12:00 pm,Away,Grinnell College,"Grinnell, IA",,,,"L,0-1",Box ScoreRecap
"November 3, 2017 (Friday)",2:00 pm,Away,St. Norbert College,De Pere. WI,,,Midwest Conference Championships,"T,1-1Won Shootout 2-1",Box ScoreRecapTournament Page
"November 4, 2017 (Saturday)",6:00 pm,Neutral,Knox College,"De Pere, WI",,,Midwest Conference Championships,"L,1-3",Box ScoreRecapTournament Page
