Date,Time,At,Opponent,Location,TV,Radio,Tournament,Result,Links
"March 8, 2014 (Saturday)",5:00 p.m.,Neutral,Central College,"Jacksonville, IL",,,,"W,3-1",Box ScoreRecap
"March 9, 2014 (Sunday)",1:00 p.m.,Neutral,Central College,"Springfield, IL",,,,"W,12-8",Box ScoreRecap
"March 9, 2014 (Sunday)",3:30 p.m.,Neutral,Central College,"Springfield, IL",,,,"L,6-13",Box ScoreRecap
"March 16, 2014 (Sunday)",4:00 p.m.,Neutral,Vassar College,"Orlando, FL",,,,"W,13-4",Box ScoreRecap
"March 17, 2014 (Monday)",9:30 a.m.,Neutral,Clarkson University,"Orlando, FL",,,,"W,5-4",Box ScoreRecap
"March 17, 2014 (Monday)",Noon,Neutral,Clarkson University,"Orlando, FL",,,,"L,3-4",Box ScoreRecap
"March 20, 2014 (Thursday)",9:00 a.m.,Neutral,Amherst College,"Orlando, FL",,,,"L,3-8",Box ScoreRecap
"March 21, 2014 (Friday)",9:00 a.m.,Neutral,Ripon College,"Orlando, FL",,,,"L,0-11",Box ScoreRecap
"March 21, 2014 (Friday)",Noon,Neutral,Ripon College,"Orlando, FL",,,,"L,1-3",Box ScoreRecap
"March 22, 2014 (Saturday)",Noon,Neutral,St. Olaf College,"Orlando, FL",,,,"W,5-3",Box ScoreRecap
"March 22, 2014 (Saturday)",3:00 p.m.,Neutral,St. Olaf College,"Orlando, FL",,,,"W,7-1",Box ScoreRecap
"March 23, 2014 (Sunday)",3:00 p.m.,Neutral,University of St. Thomas,"Orlando, FL",,,,"L,1-11",Box ScoreRecap
"March 29, 2014 (Saturday)",12:00 p.m.,Neutral,St. Norbert College,"St. Louis, MO",,,,"L,11-15",Box ScoreRecap
"March 29, 2014 (Saturday)",3:00 p.m.,Away,Washington University in St. Louis,"St. Louis, MO",,,,"W,10-8",Box ScoreRecap
"March 30, 2014 (Sunday)",9:00 a.m.,Neutral,St. Norbert College,"St. Louis, MO",,,,"L,1-6",Box ScoreRecap
"March 30, 2014 (Sunday)",3:00 p.m.,Away,Washington University in St. Louis,"St. Louis, MO",,,,"L,1-4",Box ScoreRecap
"April 2, 2014 (Wednesday)",2:40 p.m.,Home,Simpson College,"Grinnell, IA",,,,"L,2-3",Box ScoreRecap
"April 10, 2014 (Thursday)",1:00 p.m.,Away,Monmouth College,"Monmouth, IL",,,,"L,2-6",Box ScoreRecap
"April 10, 2014 (Thursday)",3:30 p.m.,Away,Monmouth College,"Monmouth, IL",,,,"W,4-1",Box ScoreRecap
"April 12, 2014 (Saturday)",Noon,Home,Monmouth College,"Grinnell, IA",,,,"W,8-7",Box ScoreRecap
"April 12, 2014 (Saturday)",2:30 p.m.,Home,Monmouth College,"Grinnell, IA",,,,"W,8-4",Box ScoreRecap
"April 15, 2014 (Tuesday)",3:00 p.m.,Home,Coe College,"Grinnell, IA",,,,"L,3-7",Box ScoreRecap
"April 19, 2014 (Saturday)",Noon,Away,Illinois College,"Jacksonville, IL",,,,"L,1-7",Box ScoreRecap
"April 19, 2014 (Saturday)",2:30 p.m.,Away,Illinois College,"Springfield, IL",,,,"W,9-2",Box ScoreRecap
"April 20, 2014 (Sunday)",Noon,Away,Illinois College,"Jacksonville, IL",,,,"L,14-19",Box ScoreRecap
"April 20, 2014 (Sunday)",2:30 p.m.,Away,Illinois College,"Springfield, IL",,,,"W,5-2",Box ScoreRecap
"April 26, 2014 (Saturday)",1:00 p.m.,Home,Knox College,"Grinnell, IA",,,,"W,6-5",Box ScoreRecap
"April 26, 2014 (Saturday)",3:30 p.m.,Home,Knox College,"Grinnell, IA",,,,"W,3-2",Box ScoreRecap
"April 30, 2014 (Wednesday)",2:00 p.m.,Away,Knox College,"Galesburg, IL",,,,"W,18-4",Box ScoreRecap
"April 30, 2014 (Wednesday)",4:30 p.m.,Away,Knox College,"Galesburg, IL",,,,"W,9-5",Box ScoreRecap
"May 3, 2014 (Saturday)",Noon,Away,Cornell College,"Mount Vernon, IA",,,,"W,5-3",Box ScoreRecap
"May 3, 2014 (Saturday)",2:30 p.m.,Away,Cornell College,"Mount Vernon, IA",,,,"W,10-1",Box ScoreRecap
"May 4, 2014 (Sunday)",Noon,Home,Cornell College,"Grinnell, IA",,,,"W,12-2",Box ScoreRecap
"May 4, 2014 (Sunday)",2:30 p.m.,Home,Cornell College,"Grinnell, IA",,,,"L,2-9",Box ScoreRecap
"May 9, 2014 (Friday)",9 a.m.,Neutral,St. Norbert College,"Fond du Lac, WI",,,2014 Midwest Conference Baseball Tournament,"L,7-14",Box ScoreRecap
"May 9, 2014 (Friday)",4 p.m.,Neutral,Cornell College,"Ripon, WI",,,2014 Midwest Conference Baseball Tournament,"W,7-3",Box ScoreRecap
"May 10, 2014 (Saturday)",10:00 a.m.,Away,Ripon College,"Ripon, WI",,,2014 Midwest Conference Baseball Tournament,"W,4-2",Box ScoreRecap
"May 10, 2014 (Saturday)",1:00 p.m.,Neutral,St. Norbert College,"Ripon, WI",,,2014 Midwest Conference Baseball Tournament,"L,3-4",Box ScoreRecap
