0,1,2,3,4,5
Tournament,Date(s),Rounds,Scores,Par,Rank
Central College Fall Inv.,"Sept. 7-8, 2012",2,85-87=172,+28,7th/42
Division 3 Classic,"Sept. 15-16, 2012",2,86-94=180,+36,t-60th/96
Mustang Fall Classic,"09/22-09/23, 2012",2,93-83=176,+32,t-6th/53
Grinnell College Invitational,"Sept 29, 2012",1,88,+16,t-21st/40
Midwest Conference Championship,10/5/2012,2,44-45-88=177,+33,t-4th/36
SEASON TOTALS,SEASON TOTALS,9,793 Avg. 88.1,+16,-
