0,1,2,3,4,5
Tournament,Date(s),Rounds,Scores,Par,Rank
Central College Fall Inv.,"Sept. 7-8, 2012",2,89-88=177,+33,t-9th/42
Division 3 Classic,"Sept. 15-16, 2012",2,95-87=182,+38,t-69th/96
Mustang Fall Classic,"09/22-09/23, 2012",2,89-92=181,+37,t-16th/53
Grinnell College Invitational,"Sept 29, 2012",1,84,+12,t-10th/40
Midwest Conference Championship,10/5/2012,2,49-48-93=190,+46,t-21st/36
SEASON TOTALS,SEASON TOTALS,9,814 Avg. 90.4,+18,-
