0,1,2,3,4,5
Tournament,Date(s),Rounds,Scores,Par,Rank
Central College Fall Inv.,"Sept. 7-8, 2012",2,82-87=169,+25,t-4th/42
Division 3 Classic,"Sept. 15-16, 2012",2,91-91=182,+38,t-69th/96
Mustang Fall Classic,"09/22-09/23, 2012",2,94-93=187,+43,t-24th/53
Grinnell College Invitational,"Sept 29, 2012",1,83,+11,t-7th/40
Midwest Conference Championship,10/5/2012,2,45-46-89=180,+36,t-10th/36
Central College Spring Invitational,"Apr. 20, 2013",1,91,+19,11th/24
SEASON TOTALS,SEASON TOTALS,10,892 Avg. 89.2,+17,-
