0,1,2,3,4,5
Tournament,Date(s),Rounds,Scores,Par,Rank
Central College Fall Inv.,"Sept. 7-8, 2012",2,89-85=174,+30,8th/42
Division 3 Classic,"Sept. 15-16, 2012",2,87-88=175,+31,t-36th/96
Mustang Fall Classic,"09/22-09/23, 2012",2,89-88=177,+33,t-9th/53
Grinnell College Invitational,"Sept 29, 2012",1,79,+7,t-3rd/40
Midwest Conference Championship,10/5/2012,2,40-46-86=172,+28,2nd/36
IWU Spring Fling,4/13-14/2013,2,93-85=178,+34,t-54th/93
Central College Spring Invitational,"Apr. 20, 2013",1,85,+13,5th/24
SEASON TOTALS,SEASON TOTALS,12,1040 Avg. 86.7,+15,-
