0,1,2,3,4,5
Tournament,Date(s),Rounds,Scores,Par,Rank
Central College Fall Inv.,"Sept. 7-8, 2012",2,95-99=194,+50,25th/42
Division 3 Classic,"Sept. 15-16, 2012",2,89-95=184,+40,t-77th/96
Mustang Fall Classic,"09/22-09/23, 2012",2,88-87=175,+31,t-4th/53
Grinnell College Invitational,"Sept 29, 2012",1,87,+15,t-17th/40
SEASON TOTALS,SEASON TOTALS,7,640 Avg. 91.4,+19,-
