0,1,2,3,4,5
Tournament,Date(s),Rounds,Scores,Par,Rank
Central College Fall Inv.,"Sept. 7-8, 2012",2,89-88=177,+33,t-9th/42
Division 3 Classic,"Sept. 15-16, 2012",2,88-91=179,+35,t-54th/96
Mustang Fall Classic,"09/22-09/23, 2012",2,86-87=173,+29,3rd/53
Grinnell College Invitational,"Sept 29, 2012",1,80,+8,5th/40
Midwest Conference Championship,10/5/2012,2,44-47-87=178,+34,t-6th/36
SEASON TOTALS,SEASON TOTALS,9,787 Avg. 87.4,+15,-
