0,1,2,3,4,5,6,7
Tournament,Dates,Rounds,Place,Teams,Players,Par,Score
Early Bird Classic,"Aug 28, 2016",1,1,8,41,+40,328
Dual vs. William Penn,"Sep 3, 2016",1,1,2,16,+26,314
Wartburg Women's Golf Fall Invite,"Sep 10-11, 2016",2,6,14,87,+77,653
D3 Classic,"Sep. 17-18, 2016",2,4,17,93,+61,637
Illinois Wesleyan Univ. Fall Classic,"Sep 24-25, 2016",2,4,12,74,+57,633
2016 MWC Women's Golf Championships,"Oct, 7-9, 2016",3,1,7,36,+105,981
Grinnell vs. SCAD Savannah Dual,"Mar 26, 2017",1,2,2,12,+40,328
Washington Univ. Spring Invite,"Apr 8-9, 2017",2,10,11,87,+102,662
