Date,Time,At,Opponent,Location,TV,Radio,Result,Links
"September 1, 2015 (Tuesday)",5:30 pm,Away,Milwaukee Engr.,,,,"L,0-3",Box Score
"September 1, 2015 (Tuesday)",7:30 pm,Neutral,Wis. Lutheran,"Milwaukee, Wis.",,,"L,1-3",Box Score
"September 4, 2015 (Friday)",3 pm,Away,Elmhurst,,,,"L,0-3",Box Score
"September 4, 2015 (Friday)",5 pm,Neutral,St. Mary's (Ind.),"Elmhurst, Ill.",,,"L,0-3",
"September 5, 2015 (Saturday)",12 pm,Neutral,North Park,Elmhurst,,,"L,0-3",Box Score
"September 5, 2015 (Saturday)",4 pm,Neutral,Fontbonne,"Elmhurst, Ill.",,,"W,3-1",
"September 9, 2015 (Wednesday)",7 pm,Home,Marian (Wis.),,,,"L,1-3",Box Score
"September 12, 2015 (Saturday)",9 am,Neutral,Luther,Macalester,,,"L,1-3",Box Score
"September 12, 2015 (Saturday)",11 am,Neutral,St. Olaf,"St. Paul, Minn. (MAC)",,,"L,0-3",Box Score
"September 13, 2015 (Sunday)",9 am,Away,Macalester,,,,"L,2-3",Box Score
"September 13, 2015 (Sunday)",1 pm,Neutral,Carleton,"St. Paul, Minn. (MAC)",,,"L,0-3",Box Score
"September 16, 2015 (Wednesday)",5:30 pm,Away,Wis.-Stevens Point,,,,"L,0-3",Box Score
"September 16, 2015 (Wednesday)",7:30 pm,Neutral,Wis.-Oshkosh,Stevens Point,,,"L,0-3",
"September 19, 2015 (Saturday)",2 pm,Neutral,Wis.-Whitewater,Edgewood,,,"L,0-3",Box Score
"September 19, 2015 (Saturday)",4 pm,Away,Edgewood,,,,"L,0-3",
"September 23, 2015 (Wednesday)",7 pm,Home,Carroll (Wis.),,,,"L,1-3",
"September 25, 2015 (Friday)",7 pm,Home,Grinnell,,,,"W,3-1",Box Score
"September 26, 2015 (Saturday)",1 pm,Home,Cornell College,,,,"L,0-3",
"October 2, 2015 (Friday)",7 pm,Away,Lake Forest,,,,"W,3-1",Box Score
"October 3, 2015 (Saturday)",1 pm,Away,Beloit,,,,"W,3-0",Box Score
"October 9, 2015 (Friday)",7 pm,Away,Knox,,,,"W,3-2",
"October 10, 2015 (Saturday)",1 pm,Away,Monmouth (Ill.),,,,"W,3-0",Box Score
"October 16, 2015 (Friday)",7 pm,Home,Illinois Col.,,,,"W,3-2",
"October 17, 2015 (Saturday)",3 pm,Home,Northland,,,,"W,3-0",Box Score
"October 24, 2015 (Saturday)",1 pm,Home,Ripon,,,,"L,0-3",
"October 28, 2015 (Wednesday)",7 pm,Away,St. Norbert,,,,"L,0-3",
"October 31, 2015 (Saturday)",6 pm,Away,Lakeland,,,,"L,2-3",Box Score
