Stat,Value,Player/Opponent
Rushes,45,vs Macalester (9/28/2019)
Yards Rushing,135,vs Macalester (9/28/2019)
TD Rushes,0,vs Lawrence (9/7/2019)
Pass Attempts,34,vs Lake Forest (9/14/2019)
Pass Completions,15,vs Lake Forest (9/14/2019)
Yards Passing,105,vs Lake Forest (9/14/2019)
TD Passes,0,vs Lawrence (9/7/2019)
