#,Player,TD,FG,SAF,Points After Touchdown,Points After Touchdown,Points After Touchdown,Points After Touchdown,Points After Touchdown,PTS,Bio Link
#,Player,TD,FG,SAF,KICK,RUSH,RCV,PASS,DXP,PTS,Bio Link
14.0,"Morri, Ricky 14 Morri, Ricky",0,1,0,0-0,0-0,0,0-0,0,3,View Bio
,Total,0,1,0,0-0,0-0,0,0-0,0,3,
,Opponents,16,1,0,15-15,0-1,0,0-0,0,114,
