Date,Opponent,Punting,Punting,Punting,Punting,Punting,Punting,Punting,Punting,Punting,Field Goals,Field Goals,Field Goals,Kickoffs,Kickoffs,Kickoffs,Kickoffs,Kickoffs
Date,Opponent,TOT,YDS,AVG,Long,BLKD,TB,FC,50+,IN20,FGM-FGA,Long,BLKD,TOT,YDS,AVG,TB,OB
9/7/2019,Lawrence,6,186,27.8,40,0,0,1,0,2,0-0,,0,1,42,42.0,0,0
9/14/2019,Lake Forest,9,265,28.85,36,0,0,2,0,2,0-0,,0,1,50,50.0,0,0
9/28/2019,Macalester,2,59,29.5,30,0,0,1,0,0,1-1,33.0,0,2,84,42.0,0,1
