Date,Opponent,Tackles,Tackles,Tackles,Tackles,Tackles,Sacks,Sacks,Fumble,Fumble,Fumble,INT,INT,QBH,Pass Brup,Blkd Kick,SAF
Date,Opponent,Solo,AST,TOT,TFL,YDS,TOT,YDS,FF,FR,YDS,TOT,YDS,QBH,Pass Brup,Blkd Kick,SAF
9/7/2019,Lawrence,32,32,64,7.0,40,3.0,28,1,1,0,0,0,0,7,0,0
9/14/2019,Lake Forest,30,6,36,4.0,14,1.0,8,3,2,0,0,0,0,1,0,0
9/28/2019,Macalester,33,14,47,7.0,36,2.0,15,0,0,0,0,0,0,1,0,0
