Opponent,Score,First Downs,First Downs,First Downs,First Downs,Rushing,Passing,Passing,Plays-Yards,Return Yards,Turnovers
Opponent,Score,Total,Rush,Pass,Pen,Att-Yards,Comp-Att-Int,Yards,Plays-Yards,Return Yards,Turnovers
Lawrence,28-0,16/24,8/16,4/4,4/4,36-117 / 43-336,11-22-1 / 7-16-0,91/120,58-208 / 59-456,60/33,2/1
Lake Forest,0-44,10/15,3/7,4/7,3/1,29-17 / 29-156,15-34-0 / 7-15-0,105/220,63-122 / 44-376,59/153,0/2
Macalester,42-3,16/14,11/7,4/7,1/0,45-135 / 33-104,8-20-2 / 11-13-0,94/187,65-229 / 46-291,114/58,5/0
