Date,Opponent,Punting,Punting,Punting,Punting,Punting,Punting,Punting,Punting,Punting,Field Goals,Field Goals,Field Goals,Kickoffs,Kickoffs,Kickoffs,Kickoffs,Kickoffs
Date,Opponent,TOT,YDS,AVG,Long,BLKD,TB,FC,50+,IN20,FGM-FGA,Long,BLKD,TOT,YDS,AVG,TB,OB
9/7/2019,Lawrence,2,58,29.0,38,0,0,0,0,0,0-1,0.0,0,5,265,53.0,0,1
9/14/2019,Lake Forest,3,120,42.75,51,0,1,1,1,1,1-1,37.0,0,8,451,56.38,2,2
9/28/2019,Macalester,3,100,33.333,37,0,0,0,0,1,0-0,,0,7,372,53.14,0,0
