Date,Opponent,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Passing,Passing,Passing,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns
Date,Opponent,ATT,YDS,TD,Long,ATT,YDS,TD,Long,YDS,TD,Long,ATT,YDS,TD,Long,ATT,YDS,TD,Long
9/7/2019,Lawrence,36,117,0,15,11,91,0,21,91,0,21,3,60,0,35,0,0,0,0
9/14/2019,Lake Forest,29,17,0,13,15,105,0,16,105,0,16,4,59,0,21,0,0,0,0
9/28/2019,Macalester,45,135,0,14,8,94,0,24,94,0,24,7,106,0,27,1,8,0,6
