Date,Opponent,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Passing,Passing,Passing,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns
Date,Opponent,ATT,YDS,TD,Long,ATT,YDS,TD,Long,YDS,TD,Long,ATT,YDS,TD,Long,ATT,YDS,TD,Long
9/7/2019,Lawrence,43,336,3,47,7,120,1,31,120,1,31,1,25,0,25,2,0,0,0
9/14/2019,Lake Forest,29,156,3,25,7,220,2,82,220,2,82,1,60,0,60,3,93,1,85
9/28/2019,Macalester,33,104,2,17,11,187,4,45,187,4,45,1,10,0,10,0,0,0,0
