Stat,Value,Player/Opponent
Rushes,43,vs Lawrence (9/7/2019)
Yards Rushing,336,vs Lawrence (9/7/2019)
TD Rushes,3,vs Lawrence (9/7/2019)
Pass Attempts,16,vs Lawrence (9/7/2019)
Pass Completions,11,vs Macalester (9/28/2019)
Yards Passing,220,vs Lake Forest (9/14/2019)
TD Passes,4,vs Macalester (9/28/2019)
