Unnamed: 0,Athlete,Year,Mark,Conv,Meet,Meet Date
,"Huey, Megan",JR-3,12.13m,"39' 9.75""",Fighting Scots Outdoor Invitational,"May 5, 2012"
,"Huey, Megan",JR-3,12.05m,"39' 6.5""",Midwest Conference Championships,"May 11, 2012"
,"Young, Jordan",SO-2,11.98m,"39' 3.75""",Midwest Conference Championships,"May 11, 2012"
,"Huey, Megan",JR-3,11.98m,"39' 3.75""",Midwest Conference Championships,"May 11, 2012"
,"Huey, Megan",JR-3,11.76m,"38' 7""",Midwest Conference Championships,"May 11, 2012"
,"Young, Jordan",SO-2,11.76m,"38' 7""",Midwest Conference Championships,"May 11, 2012"
,"Huey, Megan",JR-3,11.75m,"38' 6.75""",Fighting Scots Outdoor Invitational,"May 5, 2012"
,"Young, Jordan",SO-2,11.75m,"38' 6.75""",Midwest Conference Championships,"May 11, 2012"
,"Young, Jordan",SO-2,11.73m,"38' 6""",Dick Young Classic,"Apr 21, 2012"
,"Young, Jordan",SO-2,11.73m,"38' 6""",Dick Young Classic,"Apr 21, 2012"
,"Huey, Megan",JR-3,11.60m,"38' 0.75""",Midwest Conference Championships,"May 11, 2012"
,"Huey, Megan",JR-3,11.59m,"38' 0.25""",Dick Young Classic,"Apr 21, 2012"
,"Huey, Megan",JR-3,11.59m,"38' 0.25""",Dick Young Classic,"Apr 21, 2012"
,"Huey, Megan",JR-3,11.55m,"37' 10.75""",Fighting Scots Outdoor Invitational,"May 5, 2012"
,"Young, Jordan",SO-2,11.54m,"37' 10.5""",Midwest Conference Championships,"May 11, 2012"
,"Young, Jordan",SO-2,11.41m,"37' 5.25""",Fighting Scots Outdoor Invitational,"May 5, 2012"
,"Huey, Megan",JR-3,11.31m,"37' 1.25""",Midwest Conference Championships,"May 11, 2012"
,"Young, Jordan",SO-2,11.25m,"36' 11""",2012 Jim Duncan Invitational,"Apr 13, 2012"
,"Huey, Megan",JR-3,11.19m,"36' 8.5""",Loras Open,"Apr 28, 2012"
,"Huey, Megan",JR-3,11.17m,"36' 7.75""",2012 Jim Duncan Invitational,"Apr 13, 2012"
,"Young, Jordan",SO-2,11.15m,"36' 7""",Midwest Conference Championships,"May 11, 2012"
,"Huey, Megan",JR-3,11.15m,"36' 7""",Loras Open,"Apr 28, 2012"
,"Huey, Megan",JR-3,11.12m,"36' 5.75""",Fighting Scots Outdoor Invitational,"May 5, 2012"
,"Huey, Megan",JR-3,11.11m,"36' 5.5""",Fighting Scots Outdoor Invitational,"May 5, 2012"
,"Young, Jordan",SO-2,11.03m,"36' 2.25""",2012 Jim Duncan Invitational,"Apr 13, 2012"
,"Young, Jordan",SO-2,10.74m,"35' 3""",Fighting Scots Outdoor Invitational,"May 5, 2012"
,"Huey, Megan",JR-3,10.73m,"35' 2.5""",Loras Open,"Apr 28, 2012"
,"Young, Jordan",SO-2,10.63m,"34' 10.5""",Loras Open,"Apr 28, 2012"
,"Young, Jordan",SO-2,10.62m,"34' 10.25""",ERAU Spike's Classic - College/Open,"Mar 23, 2012"
,"Huey, Megan",JR-3,10.60m,"34' 9.5""",Loras Open,"Apr 28, 2012"
,"Young, Jordan",SO-2,10.58m,"34' 8.5""",2012 Jim Duncan Invitational,"Apr 13, 2012"
,"Young, Jordan",SO-2,10.49m,"34' 5""",2012 Jim Duncan Invitational,"Apr 13, 2012"
,"Young, Jordan",SO-2,10.47m,"34' 4.25""",Loras Open,"Apr 28, 2012"
,"Young, Jordan",SO-2,10.33m,"33' 10.75""",Loras Open,"Apr 28, 2012"
,"Young, Jordan",SO-2,10.30m,"33' 9.5""",Loras Open,"Apr 28, 2012"
,"Young, Jordan",SO-2,10.25m,"33' 7.5""",Loras Open,"Apr 28, 2012"
,"Young, Jordan",SO-2,10.21m,"33' 6""",Loras Open,"Apr 28, 2012"
,"Huey, Megan",JR-3,10.20m,"33' 5.75""",2012 Jim Duncan Invitational,"Apr 13, 2012"
,"Young, Jordan",SO-2,10.05m,"32' 11.75""",Fighting Scots Outdoor Invitational,"May 5, 2012"
,"Kubicek, Heather",SR-4,9.95m,"32' 7.75""",Fighting Scots Outdoor Invitational,"May 5, 2012"
,"Huey, Megan",JR-3,9.95m,"32' 7.75""",2012 Jim Duncan Invitational,"Apr 13, 2012"
,"Kubicek, Heather",SR-4,9.87m,"32' 4.75""",Dick Young Classic,"Apr 21, 2012"
,"Kubicek, Heather",SR-4,9.87m,"32' 4.75""",Dick Young Classic,"Apr 21, 2012"
,"Kubicek, Heather",SR-4,9.60m,"31' 6""",Fighting Scots Outdoor Invitational,"May 5, 2012"
,"Kubicek, Heather",SR-4,9.53m,"31' 3.25""",Fighting Scots Outdoor Invitational,"May 5, 2012"
,"Kubicek, Heather",SR-4,9.44m,"30' 11.75""",Midwest Conference Championships,"May 11, 2012"
,"Kubicek, Heather",SR-4,9.18m,"30' 1.5""",Loras Open,"Apr 28, 2012"
,"Kubicek, Heather",SR-4,9.16m,"30' 0.75""",Midwest Conference Championships,"May 11, 2012"
,"Kubicek, Heather",SR-4,8.98m,"29' 5.5""",Loras Open,"Apr 28, 2012"
,"Kubicek, Heather",SR-4,8.95m,"29' 4.5""",ERAU Spike's Classic - College/Open,"Mar 23, 2012"
