Date,Time,At,Opponent,Location,TV,Radio,Result,Links
"September 12, 1987 (Saturday)",,Neutral,Wisconsin-Stevens Point,"Northfield, MN",,,"L,0-2",
"September 13, 1987 (Sunday)",,Away,Carleton,"Northfield, MN",,,"L,0-10",
"September 19, 1987 (Saturday)",,Away,UNI Club Team,"Cedar Falls, IA",,,"L,0-2",
"September 23, 1987 (Wednesday)",,Home,Iowa State Club Team,"Grinnell, IA",,,"T,2-2",
"September 30, 1987 (Wednesday)",,Away,Cornell,"Mount Vernon, IA",,,"W,3-0",
"October 3, 1987 (Saturday)",,Away,Knox,"Galesburg, IL",,,"L,1-2",
"October 10, 1987 (Saturday)",,Home,UNI Club Team,"Grinnell, IA",,,"W,2-0",
"October 12, 1987 (Monday)",,Home,Cornell,"Grinnell, IA",,,"W,4-1",
"October 14, 1987 (Wednesday)",,Away,Luther,"Decorah, IA",,,"W,6-1",
"October 17, 1987 (Saturday)",,Home,Knox,"Grinnell, IA",,,"T,0-0",
"October 18, 1987 (Sunday)",,Neutral,Minnesota,"Cedar Falls, IA",,,"L,0-11",
