Date,Time,At,Opponent,Location,TV,Radio,Tournament,Result,Links
"September 1, 2023 (Friday)",4 pm,Home,Fontbonne,,,,,"W,3-0",Box ScoreRecap
"September 3, 2023 (Sunday)",12 pm,Away,Dominican (Ill.),"River Forest, IL",,,,"W,1-0",Box ScoreRecap
"September 6, 2023 (Wednesday)",3:30 pm,Away,Hanover,"Hanover, IN",,,,"T,1-1",Box ScoreRecap
"September 9, 2023 (Saturday)",2 pm,Home,Kalamazoo,,,,,"W,4-1",Box ScoreRecap
"September 13, 2023 (Wednesday)",4 pm,Home,Wheaton (Ill.),,,,,"W,4-0",Box ScoreRecap
"September 16, 2023 (Saturday)",12 PM (CT),Home,Calvin,,,,,"L,2-3",Box ScoreRecap
"September 20, 2023 (Wednesday)",4 pm,Away,Wis.-Oshkosh,"Oshkosh, WI",,,,"W,5-0",Box ScoreRecap
"September 23, 2023 (Saturday)",11 AM CT/12 PM ET,Away,Hope,"Holland, MI",,,,"T,1-1",Box ScoreRecap
"September 27, 2023 (Wednesday)",4 pm,Home,Carroll (Wis.),,,,,"W,3-0",Box ScoreRecap
"September 30, 2023 (Saturday)",11:00 AM,Home,University of Rochester,"Chicago, IL",,,,"T,2-2",Box ScoreRecap
"October 3, 2023 (Tuesday)",4 pm,Home,Alma,,,,,"W,7-0",Box ScoreRecap
"October 7, 2023 (Saturday)",11 am,Home,New York U.,,,,,"L,2-4",Box ScoreRecap
"October 9, 2023 (Monday)",4 pm,Home,Illinois Tech,,,,,"W,3-2",Box ScoreRecap
"October 14, 2023 (Saturday)",11 am,Away,Brandeis,"Waltham, MA",,,,"W,1-0",Box ScoreRecap
"October 20, 2023 (Friday)",5:00 PM (ET),Away,Case Western Reserve,"Cleveland, OH",,,,"T,1-1",Box ScoreRecap
"October 22, 2023 (Sunday)",11 am,Away,Carnegie Mellon,"Pittsburgh, PA",,,,"T,0-0",Box ScoreRecap
"October 28, 2023 (Saturday)",11 am,Home,Emory,,,,University of Chicago Women's Soccer Senior Day,"T,1-1",Box ScoreRecap
"November 4, 2023 (Saturday)",11 am,Away,Washington (Mo.),"St. Louis, MO",,,,"T,0-0",Box ScoreRecap
"November 11, 2023 (Saturday)",3:30 pm CST,Neutral,North Central College,"Dubuque, IA",,,2023 NCAA D-III Women's Soccer Tournament,"T,1-1(Chicago Wins 5-4 in PK)",Box ScoreRecap
"November 12, 2023 (Sunday)",3:00 pm,Away,Loras College,"Dubuque, IA",,,2023 NCAA D-III Women's Soccer Tournament,"L,1-2",Box ScoreRecap
