Unnamed: 0,Time,Athletes,Meet,Meet Date
,4:14.22,"Jensen, Miller, Young, Carpenter",Midwest Conference Indoor Championships,"Feb 27, 2015"
,4:20.56,"Jensen, Miller, Young, Smith",Wartburg Indoor Invite,"Feb 21, 2015"
,4:31.25,"Bresette-Buccin, Jensen, Pinnette, Smith",2015 Grinnell Darren Young Indoor Classic,"Feb 14, 2015"
,4:31.91,"Bresette-Buccin, Young, Smith, Teagle",Grinnell Indoor Invitational,"Feb 7, 2015"
,4:33.75,"Bresette-Buccin, Carpenter, Teagle, Pinnette",Wartburg Indoor Invite,"Feb 21, 2015"
,4:43.57,"Jensen, Bresette-Buccin, Teagle, Pinnette",2015 Hilltop Invite,"Jan 31, 2015"
