Unnamed: 0,Athlete,Year,Time,Meet,Meet Date
,"Rouse, Stephanie",,10:47.60,MidWest Conference Championship,"Feb 25, 2011"
,"Rouse, Stephanie",,11:07.35,UNI Dome Open,"Feb 18, 2011"
,"White, Cassidy",,11:21.20,UNI Dome Open,"Feb 18, 2011"
,"Vautin, Jacqueline",,11:21.42,UNI Dome Open,"Feb 18, 2011"
,"White, Cassidy",,11:33.66,Darren Young Classic,"Feb 11, 2011"
,"Gamble, Maja",SR,11:39.93,Darren Young Classic,"Feb 11, 2011"
,"Bierlein De La Rosa, Metzere",,11:43.01,Darren Young Classic,"Feb 11, 2011"
,"Vautin, Jacqueline",,12:03.95,MidWest Conference Championship,"Feb 25, 2011"
,"Boerigter, Claire",,12:18.19,Darren Young Classic,"Feb 11, 2011"
,"Spahr, Stephanie",,12:18.82,Darren Young Classic,"Feb 11, 2011"
,"Vautin, Jacqueline",,12:19.07,Darren Young Classic,"Feb 11, 2011"
,"Boerigter, Claire",,12:29.07,MidWest Conference Championship,"Feb 25, 2011"
,"Emery, Lauren",,12:29.97,Darren Young Classic,"Feb 11, 2011"
,"Nelsen, Carmen",,12:51.31,UNI Dome Open,"Feb 18, 2011"
,"Sittig, Catherine",,13:56.56,UNI Dome Open,"Feb 18, 2011"
