Unnamed: 0,Athlete,Year,Mark,Conv,Meet,Meet Date
,"Young, Jordan",,10.00m,"32' 9.75""",Dubuque Spartan Open,"Feb 19, 2011"
,"Young, Jordan",,9.89m,"32' 5.5""",Darren Young Classic,"Feb 11, 2011"
,"Young, Jordan",,9.42m,"30' 11""",MidWest Conference Championship,"Feb 25, 2011"
,"Kubicek, Heather",,9.10m,"29' 10.25""",MidWest Conference Championship,"Feb 25, 2011"
,"Kubicek, Heather",,8.69m,"28' 6.25""",Dubuque Spartan Open,"Feb 19, 2011"
,"Kubicek, Heather",,8.17m,"26' 9.75""",Dubuque Spartan Open,"Feb 19, 2011"
,"Kubicek, Heather",,8.16m,"26' 9.25""",Hilltop Invitational,"Feb 5, 2011"
,"Baranshamaje, Nadine",SR-4,7.75m,"25' 5.25""",Dubuque Spartan Open,"Feb 19, 2011"
,"Sipfle, Nicole",,7.42m,"24' 4.25""",Dubuque Spartan Open,"Feb 19, 2011"
,"Sipfle, Nicole",,7.38m,"24' 2.5""",Dubuque Spartan Open,"Feb 19, 2011"
,"Sipfle, Nicole",,7.15m,"23' 5.5""",Hilltop Invitational,"Feb 5, 2011"
,"Baranshamaje, Nadine",SR-4,7.14m,"23' 5.25""",MidWest Conference Championship,"Feb 25, 2011"
,"Baranshamaje, Nadine",SR-4,7.10m,"23' 3.5""",Dubuque Spartan Open,"Feb 19, 2011"
,"Sipfle, Nicole",,6.97m,"22' 10.5""",Darren Young Classic,"Feb 11, 2011"
,"Baranshamaje, Nadine",SR-4,5.87m,"19' 3.25""",Dubuque Spartan Open,"Feb 19, 2011"
,"Sipfle, Nicole",,5.08m,"16' 8""",Dubuque Spartan Open,"Feb 19, 2011"
