Unnamed: 0,Time,Athletes,Meet,Meet Date
,1:56.74 h,"Clennon, Olsen, Bates, Ajinjeru",MidWest Conference Championship,"Feb 25, 2011"
,1:56.87,,Dubuque Spartan Open,"Feb 19, 2011"
,2:07.15,"Olsen, Bates, Fenster, Ajinjeru",Darren Young Classic,"Feb 11, 2011"
