Unnamed: 0,Time,Athletes,Meet,Meet Date
,4:10.76,"Rudy, Burnell, Ajinjeru, Miller",MidWest Conference Championship,"Feb 25, 2011"
,4:15.91,,UNI Dome Open,"Feb 18, 2011"
,4:18.24,"Miller, Casson, Russell, Rudy",Darren Young Classic,"Feb 11, 2011"
,4:52.70,"Olsen, Bates, Fenster, Ajinjeru",Darren Young Classic,"Feb 11, 2011"
,4:53.34 h,"Olsen, Fenster, Bates, Kwong",Hilltop Invitational,"Feb 5, 2011"
