#,Player,Games Played GP
75,"Doulaveris, Zisimos",10
55,"Griffin, Elijah",7
5,"Gubner, Kevin",10
6,"Hill, Max",10
45,"Johnson, Rick",10
4,"Keele, Jeff",10
26,"Lim, Ben",9
35,"Maloney, Alec",8
9,"McCray, Jelani",10
22,"Msekela, James",7
79,"Otto, Packard",10
10,"Pavoni, Vinny",10
67,"Pero, Nick",6
65,"Riley, Cole",10
59,"Sabah, Clinton",10
54,"Slager, Ryan",10
8,"Taylor, David",10
11,"Thompson, Hassan",10
70,"Austen, Alex",10
21,"Borda, Will",10
77,"Carson, Connor",4
33,"Carter, Danny",10
16,"Del Mar, Chaz",2
56,"Goldammer, Patrick",10
58,"Halligan, Ben",2
7,"Headrick, Connor",4
66,"Henehan, Tom",10
34,"Johnson, Anthony",10
62,"Jordan, Nat",10
15,"Kamimura, Marco",8
12,"Kaplinski, Jake",10
3,"Kargbo, Sal",10
78,"Khazanov, Dean",6
92,"Lemmon, Stephen",7
74,"Miller, Prescott",8
25,"Saia, Dustin",10
1,"Siff, Matt",6
