Unnamed: 0,Athlete,Year,Mark,Conv,Meet,Meet Date
,"Carlson, Athena",JR-3,2.86m,"9' 4.5""",2014 Midwest Conference Championships,"Feb 28, 2014"
,"Carlson, Athena",JR-3,2.71m,"8' 10.75""",2014 Midwest Conference Championships,"Feb 28, 2014"
,"Carlson, Athena",JR-3,2.66m,"8' 8.75""",Wartburg Invite,"Feb 22, 2014"
,"Carlson, Athena",JR-3,2.57m,"8' 5.25""",Darren Young Indoor Classic,"Feb 15, 2014"
,"Carlson, Athena",JR-3,2.56m,"8' 4.75""",2014 Midwest Conference Championships,"Feb 28, 2014"
,"Carlson, Athena",JR-3,2.51m,"8' 2.75""",Wartburg Invite,"Feb 22, 2014"
,"Carlson, Athena",JR-3,2.41m,"7' 10.75""",2014 Midwest Conference Championships,"Feb 28, 2014"
,"McConnell, Samantha",FR-1,2.21m,"7' 3""",Wartburg Invite,"Feb 22, 2014"
,"McConnell, Samantha",FR-1,2.12m,"6' 11.5""",Darren Young Indoor Classic,"Feb 15, 2014"
,"McConnell, Samantha",FR-1,1.85m,"6' 0.75""",Grinnell College Indoor Invitational Track & Field Meet,"Feb 8, 2014"
