Unnamed: 0,Athlete,Year,Mark,Conv,Meet,Meet Date
,"Young, Jordan",SR-4,14.45m,"47' 5""",Darren Young Indoor Classic,"Feb 15, 2014"
,"Young, Jordan",SR-4,14.06m,"46' 1.5""",Wartburg Invite,"Feb 22, 2014"
,"Young, Jordan",SR-4,13.75m,"45' 1.5""",Grinnell College Indoor Invitational Track & Field Meet,"Feb 8, 2014"
,"Young, Jordan",SR-4,13.74m,"45' 1""",Wartburg Invite,"Feb 22, 2014"
,"Young, Jordan",SR-4,13.41m,"44' 0""",Wartburg Invite,"Feb 22, 2014"
,"Young, Jordan",SR-4,13.06m,"42' 10.25""",Wartburg Invite,"Feb 22, 2014"
,"Young, Jordan",SR-4,12.95m,"42' 6""",2014 Midwest Conference Championships,"Feb 28, 2014"
,"Young, Jordan",SR-4,12.92m,"42' 4.75""",2014 Midwest Conference Championships,"Feb 28, 2014"
,"Young, Jordan",SR-4,11.67m,"38' 3.5""",Wartburg Invite,"Feb 22, 2014"
,"Young, Jordan",SR-4,11.49m,"37' 8.5""",2014 Hilltop Invite,"Feb 1, 2014"
,"Young, Jordan",SR-4,11.09m,"36' 4.75""",2014 Hilltop Invite,"Feb 1, 2014"
,"Young, Jordan",SR-4,10.46m,"34' 4""",2014 Hilltop Invite,"Feb 1, 2014"
