Unnamed: 0,Athlete,Year,Mark,Conv,Meet,Meet Date
,"Young, Jordan",SR-4,11.84m,"38' 10.25""",2014 Midwest Conference Championships,"Feb 28, 2014"
,"Young, Jordan",SR-4,11.67m,"38' 3.5""",Wartburg Invite,"Feb 22, 2014"
,"Young, Jordan",SR-4,11.66m,"38' 3.25""",Grinnell College Indoor Invitational Track & Field Meet,"Feb 8, 2014"
,"Young, Jordan",SR-4,11.62m,"38' 1.5""",Darren Young Indoor Classic,"Feb 15, 2014"
,"Young, Jordan",SR-4,11.48m,"37' 8""",2014 Midwest Conference Championships,"Feb 28, 2014"
,"Young, Jordan",SR-4,11.27m,"36' 11.75""",2014 Hilltop Invite,"Feb 1, 2014"
,"Young, Jordan",SR-4,11.23m,"36' 10.25""",2014 Midwest Conference Championships,"Feb 28, 2014"
,"Young, Jordan",SR-4,11.20m,"36' 9""",2014 Hilltop Invite,"Feb 1, 2014"
,"Young, Jordan",SR-4,11.14m,"36' 6.75""",2014 Hilltop Invite,"Feb 1, 2014"
,"Young, Jordan",SR-4,11.05m,"36' 3""",Wartburg Invite,"Feb 22, 2014"
,"Young, Jordan",SR-4,11.03m,"36' 2.25""",2014 Hilltop Invite,"Feb 1, 2014"
,"Young, Jordan",SR-4,10.95m,"35' 11.25""",2014 Midwest Conference Championships,"Feb 28, 2014"
,"Young, Jordan",SR-4,10.63m,"34' 10.5""",Wartburg Invite,"Feb 22, 2014"
,"Young, Jordan",SR-4,10.42m,"34' 2.25""",Wartburg Invite,"Feb 22, 2014"
,"Young, Jordan",SR-4,10.27m,"33' 8.5""",2014 Midwest Conference Championships,"Feb 28, 2014"
,"Young, Jordan",SR-4,10.23m,"33' 6.75""",Wartburg Invite,"Feb 22, 2014"
,"Young, Jordan",SR-4,10.12m,"33' 2.5""",Wartburg Invite,"Feb 22, 2014"
,"Neckopulos, Alex",FR-1,9.62m,"31' 6.75""",2014 Midwest Conference Championships,"Feb 28, 2014"
,"Neckopulos, Alex",FR-1,9.30m,"30' 6.25""",2014 Midwest Conference Championships,"Feb 28, 2014"
