Unnamed: 0,Time,Athletes,Meet,Meet Date
,4:07.03,"Clennon, Miller, Burnell, Ajinjeru",Darren Young Indoor Classic,"Feb 15, 2014"
,4:07.88,"Fritts, Miller, Burnell, Ajinjeru",2014 Midwest Conference Championships,"Feb 28, 2014"
,4:18.64,"Clennon, Ajinjeru, Bresette-Buccin, Miller",2014 Hilltop Invite,"Feb 1, 2014"
,4:47.81,"Pinnette, Kubica, White, Bayly",Wartburg Invite,"Feb 22, 2014"
