Date,Time,At,Opponent,Location,TV,Radio,Tournament,Result,Links
"September 7, 2019 (Saturday)",1 p.m.,Home,Augsburg University,"RIPON, Wis.",,,,"L,26-36",Box ScoreRecapGame Notes
"September 14, 2019 (Saturday)",Noon (CDT),Away,Finlandia University,"Hancock, Mich.",,,,"W,45-12",Box ScoreRecapGame Notes
"September 28, 2019 (Saturday)",1 p.m.,Away,Illinois College,"Jacksonville, Ill.",,,,"L,25-28",Box ScoreRecapGame Notes
"October 5, 2019 (Saturday)",1 p.m.,Home,Monmouth College,"RIPON, Wis.",,,,"L,0-20",Box ScoreRecapGame Notes
"October 12, 2019 (Saturday)",1 p.m.,Home,St. Norbert College,"RIPON, Wis.",,,Play For The Cure,"L,6-24",Box ScoreRecapGame Notes
"October 19, 2019 (Saturday)",1 p.m.,Away,Lake Forest College,"Lake Forest, Ill.",,,,"L,27-34",Box ScoreRecapGame Notes
"October 26, 2019 (Saturday)",1 p.m.,Away,Macalester College,"St. Paul, Minn.",,,,"W,14-7",Box ScoreRecapGame Notes
"November 2, 2019 (Saturday)",1 p.m.,Home,Beloit College,"RIPON, Wis.",,,Senior Day,"W,49-7",Box ScoreRecapGame Notes
"November 9, 2019 (Saturday)",1 p.m.,Away,Lawrence University,"Appleton, Wis.",,,,"W,44-20",Box ScoreRecapGame Notes
"November 16, 2019 (Saturday)",Noon,Away,Illinois College,"Jacksonville, Ill.",,,,"L,21-35",Box ScoreRecapGame Notes
