Unnamed: 0,Athlete,Year,Time,Meet,Meet Date,Wind
,"Carchidi, Eva",SR-4,25.83 #,Midwest Conference Indoor Championships,"Feb 23, 2024",NWI
,"Voinescu, Isa",SO-2,27.14 #,Liz Wuertz Indoor Meet,"Feb 17, 2024",NWI
,"Crowe, Maile",JR-3,27.16 #,Midwest Conference Indoor Championships,"Feb 23, 2024",NWI
,"Leonard, Millie",FR-1,28.11 #,Darren Young Classic,"Feb 10, 2024",NWI
,"Goodman, Jessie",SO-2,28.45 #,Liz Wuertz Indoor Meet,"Feb 17, 2024",NWI
,"Taylor, Ava",JR-3,28.47 #,Liz Wuertz Indoor Meet,"Feb 17, 2024",NWI
,"Thompson, Klaire",FR-1,29.40 #,Darren Young Classic,"Feb 10, 2024",NWI
,"Phillips, KaLanna",FR-1,29.91 #,Liz Wuertz Indoor Meet,"Feb 17, 2024",NWI
,"Natalie, Alexandra",SO-2,32.71 #,Darren Young Classic,"Feb 10, 2024",NWI
