0,1,2,3,4,5
Grinnell College,313,313,626,50,3rd
Thornton Walker,76,76,152,8,4th
Roger Smith,79,75,154,10,t-8th
Eshaan Sethi,79,80,159,15,18th
Ayan Sheikh,79,82,161,17,20th
John Robinson,87,84,171,27,40th
