Date,Time,At,Opponent,Location,TV,Radio,Result,Links
"September 2, 2005 (Friday)",,Home,Clarke (Grinnell Invitational),"Grinnell, IA",,,"L,2-3(31-29, 26-30, 26-30, 30-28, 13-15)",
"September 2, 2005 (Friday)",,Home,Buena Vista (Grinnell Invitational),"Grinnell, IA",,,"L,0-3(25-30, 19-30, 12-30)",
"September 3, 2005 (Saturday)",,Home,Martin Luther (Grinnell Invitational),"Grinnell, IA",,,"L,0-3(23-30, 19-30, 28-30)",
"September 3, 2005 (Saturday)",,Home,Ashford (Grinnell Invitational),"Grinnell, IA",,,"L,0-3(16-30, 17-30, 21-30)",
"September 6, 2005 (Tuesday)",,Away,Rockford,"Rockford, IL",,,"W,3-2(24-30, 30-26, 33-31, 28-30, 15-13)",
"September 8, 2005 (Thursday)",,Home,Simpson,"Grinnell, IA",,,"L,0-3(13-30, 13-30, 33-35)",
"September 10, 2005 (Saturday)",,Neutral,Alverno (Eureka Tournament),"Eureka, IL",,,"W,3-0(30-11, 30-19, 30-27)",
"September 10, 2005 (Saturday)",,Away,Eureka (Eureka Tournament),"Eureka, IL",,,"L,0-3(13-30, 16-30, 21-30)",
"September 10, 2005 (Saturday)",,Neutral,Greenville (Eureka Tournament),"Eureka, IL",,,"L,0-3(24-30, 27-30, 16-30)",
"September 15, 2005 (Thursday)",,Away,Dubuque,"Dubuque, IA",,,"L,0-3(15-30, 10-30, 26-30)",
"September 17, 2005 (Saturday)",,Neutral,Malone University (St. Ambrose Tournament),"Davenport, IA",,,"L,0-3(22-30, 24-30, 28-30)",
"September 17, 2005 (Saturday)",,Neutral,Cornerstone (St. Ambrose Tournament),"Davenport, IA",,,"L,0-3(7-30, 11-30, 12-30)",
"September 17, 2005 (Saturday)",,Away,St. Ambrose (St. Ambrose Tournament),"Davenport, IA",,,"L,0-3(20-30, 17-30, 13-30)",
"September 20, 2005 (Tuesday)",,Home,Coe,"Grinnell, IA",,,"L,0-3(13-30, 10-30, 12-30)",
"September 24, 2005 (Saturday)",,Away,Beloit (MWC Crossover Tournament),"Beloit, WI",,,"L,1-3(30-28, 20-30, 27-30, 25-30)",
"September 24, 2005 (Saturday)",,Neutral,Ripon (MWC Crossover Tournament),"Beloit, WI",,,"L,0-3(21-30, 16-30, 28-30)",
"September 25, 2005 (Sunday)",,Neutral,Lawrence (MWC Crossover Tournament),"Beloit, WI",,,"L,0-3(28-30, 21-30, 23-30)",
"September 27, 2005 (Tuesday)",,Home,Dubuque,"Grinnell, IA",,,"L,0-3(19-30, 27-30, 22-30)",
"October 1, 2005 (Saturday)",,Home,Knox,"Grinnell, IA",,,"W,3-0(30-22, 30-20, 30-17)",
"October 6, 2005 (Thursday)",,Home,Rockford,"Grinnell, IA",,,"W,3-0(30-24, 30-28, 30-22)",
"October 8, 2005 (Saturday)",,Neutral,St. Norbert (MWC Crossover Tournament),"Monmouth, IL",,,"L,0-3(21-30, 23-30, 19-30)",
"October 8, 2005 (Saturday)",,Neutral,Carroll (MWC Crossover Tournament),"Monmouth, IL",,,"W,3-2(28-30, 30-22, 30-28, 22-30, 15-12)",
"October 14, 2005 (Friday)",,Neutral,Briar Cliff (Buena Vista Tournament),"Storm Lake, IA",,,"L,0-3(23-30, 9-30, 12-30)",
"October 14, 2005 (Friday)",,Neutral,MacMurray (Buena Vista Tournament),"Storm Lake, IA",,,"L,0-3(23-30, 28-30, 27-30)",
"October 15, 2005 (Saturday)",,Neutral,Dana (Buena Vista Tournament),"Storm Lake, IA",,,"L,0-3(15-30, 22-30, 21-30)",
"October 15, 2005 (Saturday)",,Away,Buena Vista (Buena Vista Tournament),"Storm Lake, IA",,,"L,0-3(25-30, 17-30, 18-30)",
"October 21, 2005 (Friday)",,Away,Monmouth,"Monmouth, IL",,,"L,0-3(23-30, 19-30, 24-30)",
"October 22, 2005 (Saturday)",,Away,Illinois College,"Jacksonville, IL",,,"L,0-3(26-30, 19-30, 20-30)",
"October 27, 2005 (Thursday)",,Away,Cornell,"Mount Vernon, IA",,,"L,0-3(19-30, 26-3, 23-30)",
"October 29, 2005 (Saturday)",,Home,Lake Forest,"Grinnell, IA",,,"L,0-3(17-30, 20-30, 22-30)",
