0,1,2,3,4,5
Tournament,Date(s),Rounds,Scores,Par,Rank
Central Fall Classic,"Oct. 3-4, 2022",2,84-78=162,+18,t-25th/80
Highland Classic,"Sep. 2-3, 2022",2,80-84=164,+20,t-44th/60
Fighting Scot Fall Invite,"Sep. 17-18, 2022",2,76-75=151,+7,t-5th/38
Iowa Wesleyan Spring Tiger Classic,"March 28, 2023",1,75,+3,t-6th/72
Iowa Central Spring Invite,"Apr 7-8, 2023",2,78-86=164,+22,t-43rd/77
Battle of Waterloo,"Apr 14-15, 2023",3,73-74-77=224,+8,7th/49
SLIAC Championships,"Apr 23-25, 2023",3,74-80-77=231,+15,t-18th/55
SEASON TOTALS,SEASON TOTALS,15,1171 Avg. 78.1,+6,-
