0,1,2,3,4,5
Tournament,Date(s),Rounds,Scores,Par,Rank
Central Fall Classic,"Oct. 3-4, 2022",2,79-83=162,+18,t-25th/80
Highland Classic,"Sep. 2-3, 2022",2,81-75=156,+12,t-22nd/60
Fighting Scot Fall Invite,"Sep. 17-18, 2022",2,85-84=169,+25,t-16th/38
Iowa Wesleyan Spring Tiger Classic,"March 28, 2023",1,77,+5,t-16th/72
Iowa Central Spring Invite,"Apr 7-8, 2023",2,77-77=154,+12,t-19th/77
Battle of Waterloo,"Apr 14-15, 2023",3,69-80-76=225,+9,8th/49
SLIAC Championships,"Apr 23-25, 2023",3,73-83-74=230,+14,t-14th/55
SEASON TOTALS,SEASON TOTALS,15,1173 Avg. 78.2,+6,-
